id,name,storage_location,temperature,duration,notes,good_pairs,bad_pairs,cooking_methods,verified,pairing_verified
244,시래기,실온/냉장/냉동,건조 실온 / 삶은 것 냉장·냉동,건조 1년 / 삶은 것 냉장 3일 / 냉동 6개월,건조품은 밀봉 실온. 불려 삶은 후 소분 냉동,된장 / 들깨가루 / 고등어조림,-,국 / 찜 / 나물,✓,✓
245,시리얼,실온,밀폐 건냉소,개봉 전 유통기한 / 개봉 후 3개월,밀폐 필수. 습기 시 눅눅,우유 / 요거트 / 과일,-,아침식사 / 간식,✓,✓
246,식빵,실온/냉동,실온 건냉소 / 냉동 -18℃,실온 3~7일 / 냉동 2~3개월,냉장 X(전분 노화). 소분 냉동 권장,버터 / 잼 / 계란,-,토스트 / 샌드위치,✓,✓
247,식용유,실온,건냉소,개봉 전 1~2년 / 개봉 후 6~12개월,직사광선 피하기. 개봉 후 산패 주의. 검게 변하거나 쉰내 나면 폐기,튀김 전반 / 볶음 전반,-,튀김 / 부침 / 볶음,✓,✓
248,식초,실온,건냉소,개봉 전 2년 이상 / 개봉 후 2년,산도가 높아 자체 보존성 좋음. 밀봉 보관,오이 / 드레싱 / 초밥,-,피클 / 드레싱 / 초,✓,✓
249,쌀,실온,밀폐 건냉소 15~20℃,밀폐 실온 6개월~1년 / 냉장 2년,식약처: 밀폐 용기 보관. 벌레 방지 위해 월계수잎·마늘 함께 두기. 여름철 냉장 권장,김 / 콩 / 쑥,-,밥 / 죽 / 떡,✓,✓
250,쌀가루,실온/냉장,밀폐 건냉소 / 냉장 0~10℃,실온 3~6개월 / 냉장 6~12개월 / 냉동 1~2년,밀폐 필수. 장기 보관 시 냉동,떡 / 강정 / 전,-,떡 / 과자 / 반죽,✓,✓
251,쌀국수면,실온,밀폐 건냉소,건면 1~2년,밀폐 필수,숙주 / 고수 / 라임,-,삶기 / 쌀국수,✓,✓
252,쌈장,냉장,0~10℃,개봉 전 유통기한 / 개봉 후 냉장 3~6개월,된장·고추장 혼합. 개봉 후 냉장,삼겹살 / 상추 / 마늘,-,쌈 소스,✓,✓
253,쑥,냉장/냉동,냉장 0~4℃ / 냉동 -18℃,냉장 3~5일 / 데쳐서 냉동 6개월,데친 후 물기 제거하고 소분 냉동,쌀 / 된장 / 인절미,-,떡 / 국 / 전,✓,✓
254,쑥갓,냉장,0~4℃,3~5일,젖은 키친타월 감싸 냉장,조개 / 생선조림 / 매운탕,-,고명 / 무침 / 탕,✓,✓
255,아귀,냉장/냉동,냉장 0~4℃ / 냉동 -18℃ 이하,냉장 1~2일 / 냉동 3~6개월,흰살 생선. 간(아귀간)은 더 빨리 상하므로 별도 관리. 냉동 3개월 이내 권장,콩나물 / 미나리 / 대두콩,-,찜 / 탕 / 수육,✓,✓
256,아몬드,실온/냉장/냉동,실온 밀폐 / 냉장 / 냉동,실온 6~12개월 / 냉장 2년 / 냉동 최대 4년,캘리포니아 아몬드협회: 냉동 최대 4년. 밀폐 필수,초콜릿 / 요거트 / 샐러드,-,생식 / 볶음 / 슬라이스,✓,✓
257,아몬드우유,실온(멸균)/냉장,개봉 전 실온 / 개봉 후 냉장,개봉 전 유통기한 / 개봉 후 5~7일,멸균팩 실온 가능. 개봉 후 반드시 냉장,시리얼 / 커피 / 검은콩,-,음용 / 베이킹,✓,✓
258,아보카도,실온(숙성) → 냉장,실온 18~21℃ / 후숙 후 냉장 4~8℃,실온 숙성 3~5일 / 후숙 후 냉장 2~3일,단단할 때 실온 숙성 / 무르면 냉장. 갈변 방지 레몬즙,토마토 / 라임 / 연어 / 달걀,-,생식 / 샐러드 / 스프레드,✓,✓
259,아스파라거스,냉장,0~4℃,3~5일,물 컵에 세워 보관 또는 젖은 키친타월 감싸,베이컨 / 올리브유 / 레몬,-,구이 / 데침 / 볶음,✓,✓
260,알룰로스,실온,밀폐 건냉소,개봉 전 2년 / 개봉 후 1년,저칼로리 감미료. 밀폐 보관,음료 / 저당 요리 / 베이킹,-,감미료,✓,✓
261,알배추,냉장,0~4℃,1~2주,비닐봉지 밀봉 냉장,된장 / 겉절이 / 전골,-,쌈 / 겉절이 / 찜,✓,✓
262,애플민트,냉장,0~4℃,1주,물 컵에 담가 냉장,홍차 / 모히또 칵테일 / 샐러드,-,가니시 / 차,✓,✓
263,애호박,냉장,7~10℃,5~7일,랩으로 싸서 냉장,새우젓 / 고추장 / 부침가루 / 계란,-,볶음 / 찌개 / 전,✓,✓
264,양고기,냉장/냉동,냉장 0~4℃ / 냉동 -18℃ 이하,냉장 3~5일 / 냉동 6~9개월,USDA: 통양 6~9개월. 진공포장 시 냉장 2주,로즈마리 / 민트 / 마늘,-,구이 / 스테이크 / 스튜,✓,✓
265,양배추,냉장,0~4℃,1~2개월,코메디닷컴: 비닐랩 감싸 냉장 시 최대 2개월 보관 가능,돈까스 / 소고기 / 사과,-,찜 / 볶음 / 샐러드,✓,✓
266,양상추,냉장,0~4℃,1~2주,통째로는 키친타월 감싸 보관. 자르면 빨리 섭취,샌드위치 / 햄버거 / 샐러드,-,생식 / 쌈 / 샐러드,✓,✓
267,양송이버섯,냉장/냉동,냉장 0~4℃ / 냉동 -18℃,냉장 5~7일 / 냉동 6개월,키친타월로 하나씩 감싸 밀폐 냉장. 씻지 않고 보관,베이컨 / 버터 / 마늘,-,구이 / 수프 / 볶음,✓,✓
268,양조간장,실온/냉장,실온 건냉소 / 개봉 후 냉장,개봉 전 2~3년 / 개봉 후 냉장 1~2년,개봉 후 냉장 권장,드레싱 / 초밥 간장 / 나물 무침,-,드레싱 / 무침 / 간,✓,✓
269,양파,실온/냉장,실온 그늘·통풍 / 다진 것 냉장 0~4℃,실온 통양파 1~2개월 / 다진 것 냉장 1주,농진청: 통풍 잘되는 그늘. 다지면 냉동 가능,고기 전반 / 마늘 / 토마토,-,볶음 / 구이 / 절임,✓,✓
270,양파청,냉장,0~10℃,3~6개월,냉장 필수,물 / 드레싱 / 양념,-,음용 / 드레싱,✓,✓
271,어간장,실온/냉장,실온 건냉소 / 개봉 후 냉장,개봉 전 2~3년 / 개봉 후 냉장 1~2년,전체 발효식품. 염도 높아 저장성 있음. 개봉 후 냉장,무침 / 조림 / 드레싱,-,무침 / 소스,✓,✓
272,어묵,냉장/냉동,냉장 0~4℃ / 냉동 -18℃ 이하,냉장 개봉 전 유통기한 / 개봉 후 3~5일 / 냉동 1~3개월,어육가공품. 제품 유통기한 확인. 소분하여 냉동 가능,무 / 대파 / 당근,-,탕 / 볶음 / 조림,✓,✓
273,얼갈이배추,냉장,0~4℃,5~7일,밀봉 냉장,된장 / 고춧가루 / 멸치,-,김치 / 된장국 / 겉절이,✓,✓
274,얼음,냉동,-18℃ 이하,3~6개월(냄새 흡수 전),밀폐 보관. 냉장고 냄새 흡수 주의,음료 / 화채 / 빙수,-,음료 냉각 / 빙수,✓,✓
275,연겨자,냉장,0~4℃,개봉 전 유통기한 / 개봉 후 냉장 6개월,개봉 후 냉장,냉면 / 소고기 편육 / 쌈,-,양념 / 소스,✓,✓
276,연근,냉장,0~4℃,1~2주,흙 묻은 채 보관 더 오래. 손질 후엔 물에 담가 갈변 방지,우엉 / 간장 / 식초,-,조림 / 전 / 튀김,✓,✓
277,연두,실온/냉장,실온 건냉소 / 개봉 후 냉장,개봉 전 유통기한 / 개봉 후 냉장 3~6개월,콩 발효 조미료. 개봉 후 냉장 권장,국물요리 전반 / 나물 무침 / 찌개,-,양념 / 간,✓,✓
278,연두부,냉장,0~4℃,개봉 전 유통기한 / 개봉 후 1~2일,수분 많아 변질 빠름,간장 / 김가루 / 쪽파,-,생식 / 찌개,✓,✓
279,연어,냉장/냉동,냉장 0~4℃ / 냉동 -18℃ 이하,냉장 1~2일 / 냉동 2~3개월,기름기 많은 생선. 회용 연어는 구입 당일 섭취. 훈제연어는 개봉 후 냉장 2~3일,딜 / 레몬 / 아보카도 / 크림치즈,-,구이 / 회 / 스테이크,✓,✓
280,연유,실온/냉장,실온 서늘한 곳 / 개봉 후 냉장 0~4℃,개봉 전 2~3년 / 개봉 후 1~2주,통조림. 개봉 후 반드시 냉장. 다른 용기 옮기기,팥빙수 / 커피 / 과일,-,감미료 / 디저트,✓,✓
281,열무,냉장,0~4℃,3~5일,김치 담그는 용. 빠른 사용 권장,고추장 / 된장 / 고춧가루,-,김치 / 비빔면 / 국,✓,✓
282,열무김치,냉장,0~4℃ (김치냉장고 권장),김치냉장고 1~2개월,발효 빠름. 김치냉장고 권장,소면 / 밥 / 보리밥,-,비빔 / 밥반찬,✓,✓
283,오레가노,냉장/실온,신선 냉장 / 건조 실온,신선 1주 / 건조 1~3년,건조품이 일반적. 밀폐 보관,토마토 / 피자 / 파스타,-,향신료 / 피자 / 파스타,✓,✓
284,오렌지,실온/냉장,실온 10~15℃ / 냉장 5~10℃,실온 1~2주 / 냉장 2~3주,서늘한 곳 보관. 실온 가능,요거트 / 다크초콜릿 / 샐러드,-,생식 / 주스 / 제스트,✓,✓
285,오렌지주스,냉장,0~4℃,개봉 전 유통기한 / 개봉 후 냉장 7~10일,개봉 후 밀봉 냉장,칵테일 / 드레싱 / 스무디,빵,음용 / 드레싱,✓,✓
286,오이,냉장,7~10℃ (저온 민감),5~10일,농진청: 키친타월/랩으로 감싸 꼭지 위로 세워 보관. 냉기 직접 X,미역 / 요거트 / 식초,-,생식 / 무침 / 피클,✓,✓
287,오이고추,냉장,0~5℃,1~2주,밀폐 냉장,쌈장 / 된장 / 멸치,-,생식 / 쌈,✓,✓
288,오징어,냉장/냉동,냉장 0~4℃ / 냉동 -18℃ 이하,냉장 1~2일 / 냉동 3~6개월,껍질/내장 제거 후 물기 빼고 밀폐 냉동. 한 번 먹을 만큼 소분. 회용은 당일,술 / 미나리 / 무 / 마늘,-,볶음 / 구이 / 숙회,✓,✓
289,오징어젓갈,냉장,0~4℃,1~2개월,젓갈류. 염도 높아 저장성 있음. 밀봉 냉장,밥 / 대파 / 깨,-,반찬 / 양념,✓,✓
290,오트밀,실온,밀폐 건냉소,개봉 전 2년 / 개봉 후 밀폐 실온 6개월,밀폐 보관. 습기 주의,우유 / 꿀 / 바나나 / 견과류,-,죽 / 시리얼 / 베이킹,✓,✓
291,옥수수,냉장/냉동,냉장 0~4℃ / 냉동 -18℃,생 냉장 3~5일 / 삶은 것 냉장 3~5일 / 냉동 6~8개월,통옥수수는 삶아서 냉동 권장. 통조림은 개봉 전 실온 2년,우유 / 버터 / 소금 / 치즈,-,삶기 / 구이 / 통조림,✓,✓
292,옥수수전분,실온,밀폐 건냉소,밀폐 실온 1~2년,밀폐 보관,튀김옷 / 소스 농도 / 베이킹,-,튀김옷 / 전분물 / 베이킹,✓,✓
293,올리고당,실온,밀폐 건냉소,개봉 전 유통기한 / 개봉 후 1년,실온 보관. 굳음 방지,조림 / 드레싱 / 양념,-,감미료 / 윤기 내기,✓,✓
294,올리브,냉장,0~4℃,개봉 전 유통기한 / 개봉 후 냉장 2주 / 염수에 담가 더 오래,개봉 후 액 속에 담가 냉장,피자 / 파스타 / 샐러드 / 치즈,-,토핑 / 타파스,✓,✓
295,올리브유,실온,15~20℃ 건냉소,개봉 전 2년 / 개봉 후 3~6개월,직사광선·열 피하기. 어두운 병 권장. 냉장 시 뿌옇게 변함,샐러드 / 파스타 / 토마토 / 빵,-,드레싱 / 마리네이드 / 조리,✓,✓
296,완두콩,냉장/냉동,냉장 0~4℃ / 냉동 -18℃,생완두 냉장 3~5일 / 냉동 8~12개월,생완두는 빠른 사용. 냉동 제품이 일반적,쌀 / 토마토 / 베이컨,-,밥 / 수프 / 볶음,✓,✓
297,요거트,냉장,0~4℃,개봉 전 유통기한 / 개봉 후 3~5일,발효유 제품. 밀봉 보관. 온도 안정 유지,꿀 / 과일 / 그래놀라 / 견과류,-,생식 / 드레싱 / 스무디,✓,✓
298,요구르트,냉장,0~4℃,개봉 전 유통기한 참조,마시는 요구르트. 유통기한 준수,시리얼 / 과일 / 꿀,-,음용,✓,✓
299,우동면,냉장/냉동,냉장 0~4℃ / 냉동 -18℃,생면 냉장 3~5일 / 냉동 2~3개월 / 건면 실온 1년,형태별 다름,쯔유 / 유부 / 계란 / 튀김,-,끓이기 / 볶음(야끼우동),✓,✓
300,우럭,냉장/냉동,냉장 0~4℃ / 냉동 -18℃ 이하,냉장 1~2일 / 냉동 3~6개월,흰살 생선. 회는 구입 당일. 손질 후 소분 냉동,무 / 쑥갓 / 고춧가루,-,회 / 매운탕 / 찜,✓,✓
301,우삼겹,냉장/냉동,냉장 0~4℃ / 냉동 -18℃ 이하,냉장 3~5일 / 냉동 3~6개월,우 업진살. 지방 많음. 진공포장·소분 권장,숙주 / 마늘 / 된장 / 부추,-,구이 / 볶음,✓,✓
302,우스타소스,실온/냉장,실온 건냉소 / 개봉 후 냉장,개봉 전 유통기한 / 개봉 후 냉장 1년,영국식 소스. 개봉 후 냉장,함박스테이크 / 고기 양념 / 돈까스,-,소스 / 양념,✓,✓
303,우엉,냉장,0~4℃,2~3주,흙 묻은 채 신문지로 감싸 보관. 손질 후엔 식초물 보관,연근 / 간장 / 설탕,-,조림 / 볶음 / 김밥 속,✓,✓
304,우유,냉장,0~5℃ 이하,개봉 전 유통기한 / 개봉 후 2~3일,냉장고 문 쪽 보관 지양(온도 변화). 개봉 후 빠른 섭취. 리스테리아 주의,시리얼 / 커피 / 딸기 / 멸치,-,음용 / 베이킹 / 수프,✓,✓
305,원당,실온,밀폐 건냉소,무기한(밀폐 시),비정제 설탕. 밀폐 보관,베이킹 / 시럽 / 차,-,감미료 / 베이킹,✓,✓
306,월계수잎,실온,밀폐 건냉소,1~3년,건조 잎. 밀폐 필수. 습기 주의,고기 스튜 / 카레 / 수프,-,향 내기 / 스튜,✓,✓
307,유부,냉장/냉동,냉장 0~4℃ / 냉동 -18℃,개봉 전 유통기한 / 개봉 후 냉장 3~5일 / 냉동 1~2개월,튀긴 두부. 기름 산패 주의,우동 / 밥 / 단촛물,-,조림 / 유부초밥 / 국,✓,✓
308,자두,실온→냉장,실온 / 후숙 후 냉장 0~4℃,실온 2~3일 / 냉장 1주,후숙 필요 시 실온. 숙성 후 냉장,요거트 / 와인,-,생식 / 잼,✓,✓
309,자몽,실온/냉장,실온 10~15℃ / 냉장 5~10℃,실온 1주 / 냉장 2~3주,서늘한 곳 보관,꿀 / 민트 / 샴페인,-,생식 / 주스 / 에이드,✓,✓
310,잠봉,냉장,0~4℃,개봉 전 유통기한 / 개봉 후 3~5일,프랑스식 햄. 개봉 후 밀폐 보관. 빠른 섭취 권장,빵 / 치즈 / 와인,-,샌드위치 / 안주,✓,✓
311,잣,냉장/냉동,냉장 0~4℃ / 냉동 -18℃,냉장 3~6개월 / 냉동 1년,지방 많아 산패 빠름. 냉장 권장,수정과 / 곶감 / 떡,-,고명 / 페스토 / 죽,✓,✓
312,장어,냉장/냉동,냉장 0~4℃ / 냉동 -18℃,냉장 1~2일 / 냉동 2~3개월,변질 빠름. 손질 후 소분 냉동,생강 / 양파 / 데리야끼 양념,-,구이 / 덮밥,✓,✓
313,전복,냉장/냉동,냉장 0~4℃ / 냉동 -18℃ 이하,냉장 2~3일(산 전복은 소금물) / 냉동 2~3개월,살아있는 것은 소금물에 담가 냉장. 내장 제거 후 냉동,버터 / 마늘 / 쌀,-,구이 / 죽 / 찜,✓,✓
314,전분,실온,밀폐 건냉소,밀폐 실온 1~2년,밀폐 보관. 습기 주의,튀김옷 / 소스 농도 조절,-,튀김옷 / 전분물,✓,✓
315,전어,냉장/냉동,냉장 0~4℃ / 냉동 -18℃ 이하,냉장 1~2일 / 냉동 2~3개월,가을 별미 등푸른 생선. 선도 중요. 손질 후 소분 냉동,소금 / 막걸리,-,구이 / 회 / 무침,✓,✓
316,제로콜라,실온/냉장,실온 건냉소 / 개봉 후 냉장,개봉 전 유통기한 / 개봉 후 1~3일,개봉 후 냉장,피자 / 치킨 / 햄버거,-,음용,✓,✓
317,조개,냉장/냉동,냉장 0~4℃ / 냉동 -18℃ 이하,냉장 1~2일(해감 후) / 냉동 2~3개월,해감 후 밀봉 보관. 살아있는 것 우선. 껍질 벗긴 조갯살은 조개액과 함께 3~4개월,쑥갓 / 부추 / 미나리 / 마늘,맥주,국 / 찜 / 파스타,✓,✓
318,조기,냉장/냉동,냉장 0~4℃ / 냉동 -18℃ 이하,냉장 1~2일 / 냉동 최대 6개월,얇고 지방 적은 흰살 생선. 비교적 장기 냉동 가능. 굴비는 냉장 2주 / 냉동 3~6개월,소금 / 고사리 / 무,-,구이 / 찜 / 조림,✓,✓
319,조청,실온,밀폐 건냉소,개봉 전 유통기한 / 개봉 후 1년,한국 전통 시럽. 실온 보관,떡 / 강정 / 한과 / 조림 윤기,-,감미료 / 글레이즈,✓,✓
320,중화면,냉장/냉동,냉장 0~4℃ / 냉동 -18℃,생면 냉장 3~5일 / 냉동 2~3개월,짜장·짬뽕용,짜장 / 짬뽕 국물 / 해산물,-,삶기 / 볶음,✓,✓
321,즉석밥,실온,건냉소,개봉 전 유통기한(6~9개월),직사광선 피하기. 개봉 후 즉시 소비,카레 / 짜장 / 국물 요리,-,전자레인지 조리,✓,✓
322,진간장,실온/냉장,실온 건냉소 / 개봉 후 냉장,개봉 전 2~3년 / 개봉 후 냉장 1~2년,조림용. 개봉 후 냉장 권장,조림 / 볶음 / 양념 전반,-,조림 / 볶음 / 양념,✓,✓
323,진미채,실온/냉장/냉동,밀폐 / 냉장 / 냉동,실온 1~2개월 / 냉장 6개월 / 냉동 1년,건조 오징어 제품. 밀폐 필수. 습기 주의,고추장 / 마요네즈 / 꿀,-,볶음 / 무침,✓,✓
324,짜장라면,실온,밀폐 건냉소,개봉 전 유통기한,직사광선 피하기,단무지 / 계란 / 양파,-,끓이기,✓,✓
325,짜장분말,실온,밀폐 건냉소,개봉 전 1~2년 / 개봉 후 6개월,밀폐 필수. 습기 주의,밥 / 중화면 / 양파,-,양념 / 소스,✓,✓
326,쪽파,냉장/냉동,냉장 0~4℃ / 냉동 -18℃,냉장 1주 / 냉동 3개월,씻지 않고 냉장. 다져서 냉동 가능,파전 / 계란 / 무침,-,고명 / 전 / 무침,✓,✓
327,쫄면사리,냉장/냉동,냉장 0~4℃ / 냉동 -18℃,냉장 3~5일 / 냉동 2~3개월,생면. 밀봉하여 냉장. 장기 보관 시 냉동 권장,고추장 / 오이 / 양배추,-,삶기 / 비빔,✓,✓
328,쭈꾸미,냉장/냉동,냉장 0~4℃ / 냉동 -18℃ 이하,냉장 1일 / 냉동 2~3개월,봄 제철. 손질 후 소분 냉동. 해동 후 재냉동 금지,고추장 / 콩나물 / 대파 / 미나리,-,볶음 / 샤브 / 구이,✓,✓
329,쯔유,실온/냉장,실온 건냉소 / 개봉 후 냉장,개봉 전 유통기한 / 개봉 후 냉장 1~3개월,일본식 간장소스. 개봉 후 냉장,소바 / 우동 / 튀김,-,국물 / 소스,✓,✓
330,차돌박이,냉장/냉동,냉장 0~4℃ / 냉동 -18℃ 이하,냉장 3~5일 / 냉동 3~6개월,지방 많아 산패 주의. 진공포장·소분 권장,된장찌개 / 마늘 / 상추 / 팽이버섯,-,구이 / 볶음 / 찌개,✓,✓
331,참기름,실온,건냉소,개봉 전 2년 / 개봉 후 6~12개월,직사광선 피하기. 냉장 시 굳음. 어두운 병 권장,비빔밥 / 나물 / 김,-,무침 / 비빔 / 토핑,✓,✓
332,참깨,실온/냉장,밀폐 건냉소 / 냉장,실온 3~6개월 / 냉장 1년,볶은 참깨. 밀폐 보관. 산패 주의,나물 무침 / 비빔밥 / 국수,-,토핑 / 볶음 / 무침,✓,✓
333,참나물,냉장,0~4℃,3~5일,젖은 키친타월 감싸 냉장,참기름 / 고추장 / 들기름,-,무침 / 나물,✓,✓
334,참소스,냉장,0~4℃,개봉 전 유통기한 / 개봉 후 냉장 1~2개월,개봉 후 냉장,회 / 무침 / 샐러드 드레싱,-,소스 / 드레싱,✓,✓
335,참치액젓,실온/냉장,실온 건냉소 / 개봉 후 냉장,개봉 전 2년 / 개봉 후 냉장 1년,발효식품. 개봉 후 냉장,김치 양념 / 무침 / 국물 간,-,양념 / 간,✓,✓
336,찹쌀,실온,밀폐 건냉소 15~20℃,밀폐 실온 6개월~1년,밀폐 보관. 습기·벌레 주의,팥 / 대추 / 인절미,-,떡 / 영양밥,✓,✓
337,찹쌀가루,실온/냉장,밀폐 건냉소 / 냉장 0~10℃,실온 3~6개월 / 냉장 6~12개월,밀폐 필수,떡 / 강정 / 튀김옷,-,떡 / 튀김옷,✓,✓
338,찹쌀풀,냉장/냉동,냉장 0~4℃ / 냉동 -18℃,냉장 2~3일 / 냉동 1~2개월,김치 담그는 용. 빠른 사용,김치 양념 / 장아찌,-,김치 양념 베이스,✓,✓
339,천일염,실온,밀폐 건냉소,무기한(밀폐 시),밀폐 보관,김치 절임 / 장 담그기 / 간 맞춤,-,절임 / 간,✓,✓
340,청경채,냉장,0~4℃,5~7일,비닐봉지 밀봉 냉장,마늘 / 굴소스 / 소고기 볶음,-,볶음 / 데침 / 찜,✓,✓
341,청고추,냉장,0~5℃,1~2주,밀폐 냉장,된장 / 쌈장 / 멸치볶음,-,생식 / 볶음 / 장아찌,✓,✓
342,청국장,냉장/냉동,냉장 0~10℃ / 냉동 -18℃,냉장 1~2주 / 냉동 3~6개월,발효 진행 지속. 장기 보관은 냉동,두부 / 무 / 김치,-,찌개 / 볶음,✓,✓
343,청양고추,냉장,0~5℃,1~2주,밀폐 냉장. 다져서 냉동 가능,매운탕 / 떡볶이 / 무침 양념,-,양념 / 고명 / 볶음,✓,✓
344,청주,실온,건냉소,미개봉 2~3년 / 개봉 후 1년,조리용 술 포함. 직사광선 피하기,생선 / 고기 재움 / 조개 찜,-,양념 / 재움,✓,✓
345,체다치즈,냉장/냉동,냉장 0~4℃ / 냉동 -18℃ 이하,냉장 개봉 전 유통기한 / 개봉 후 3~4주 / 냉동 6개월,단단한 치즈라 저장성 좋음. 곰팡이 생기면 부분 도려내고 섭취 가능,빵 / 햄버거 / 마카로니치즈,콩·콜라,샌드위치 / 토핑 / 녹이기,✓,✓
346,초고추장,냉장,0~10℃,개봉 전 유통기한 / 개봉 후 냉장 6개월,초+고추장. 개봉 후 냉장,회 / 오징어 / 미역 / 두릅,-,소스 / 무침,✓,✓
347,초콜릿,실온,15~20℃ 건냉소,1~2년,고온 시 블룸 현상(흰 반점). 밀폐 보관. 냉장 비권장,아몬드 / 딸기 / 우유,-,베이킹 / 디저트,✓,✓
348,총각김치,냉장,0~4℃ (김치냉장고 권장),김치냉장고 3~6개월,김치냉장고 권장,삼겹살 / 설렁탕 / 곰탕 / 라면,-,반찬,✓,✓
349,취나물,냉장/냉동,냉장 0~4℃ / 냉동 -18℃,냉장 3~5일 / 데쳐서 냉동 3~6개월,데친 후 물기 제거하고 소분 냉동,참기름 / 들기름 / 된장,-,무침 / 밥 / 나물,✓,✓
350,치아씨드,실온/냉장,밀폐 건냉소 / 냉장,실온 2년 / 냉장 2년 이상,장기 보관 가능. 밀폐 필수,요거트 / 우유 / 스무디,-,푸딩 / 토핑,✓,✓
351,치즈,냉장,0~4℃,하드치즈 개봉 후 3~4주 / 소프트치즈 1주,종류별 차이 큼. 밀봉·진공 포장 권장,와인 / 빵 / 과일 / 달걀,콩·콜라,녹이기 / 샐러드 / 샌드위치,✓,✓
352,치커리,냉장,0~4℃,1주,밀폐 냉장,샐러드 / 발사믹 드레싱 / 훈제오리,-,생식 / 샐러드,✓,✓
353,치킨스톡,실온/냉장,실온 건냉소 / 개봉 후 냉장,개봉 전 유통기한 / 개봉 후 냉장 1~2주,분말형은 실온 / 액상·페이스트는 냉장,수프 / 파스타 / 리조또,-,국물 베이스,✓,✓
354,칠리소스,실온/냉장,실온 건냉소 / 개봉 후 냉장,개봉 전 유통기한 / 개봉 후 냉장 6개월~1년,개봉 후 냉장,새우튀김 / 스프링롤 / 치킨,-,소스 / 딥,✓,✓
355,카라멜시럽,실온/냉장,실온 건냉소 / 개봉 후 냉장,개봉 전 유통기한 / 개봉 후 3~6개월,개봉 후 냉장 권장,커피 / 아이스크림 / 팬케이크,-,디저트 / 음료,✓,✓
356,카레분말,실온,밀폐 건냉소,1~2년,밀폐 필수,감자·당근·양파 / 고기 / 후추,-,카레 / 볶음,✓,✓
357,칵테일새우,냉장/냉동,냉장 0~4℃ / 냉동 -18℃ 이하,냉장 개봉 후 2~3일 / 냉동 3~6개월,조리 완료된 냉동 제품. 해동 후 재냉동 금지,칵테일소스 / 샐러드 / 아보카도,-,생식 / 샐러드,✓,✓
358,칼국수면,냉장/냉동,냉장 0~4℃ / 냉동 -18℃,냉장 3~5일 / 냉동 2~3개월,생면. 밀봉하여 냉장. 냉동 시 소분하여 2~3개월,멸치 육수 / 바지락 / 애호박,-,끓이기 / 국수,✓,✓
359,케이퍼,냉장,0~4℃,개봉 전 유통기한 / 개봉 후 냉장 1년,염수 절임. 액 속 보관,연어 / 파스타 / 샐러드,-,드레싱 / 토핑,✓,✓
360,케찹,실온/냉장,실온 건냉소 / 개봉 후 냉장,개봉 전 유통기한 / 개봉 후 냉장 6개월,개봉 후 반드시 냉장,감자튀김 / 소세지 / 오므라이스 / 계란후라이,-,소스 / 양념,✓,✓
361,코다리,냉장/냉동,냉장 0~4℃ / 냉동 -18℃ 이하,냉장 2~3일 / 냉동 2~3개월,반건조 명태. 반건조라 일반 생선보다 저장성 좋음. 소분 밀봉 냉동,무 / 고춧가루 / 콩나물,-,조림 / 찜,✓,✓
362,코인 육수,실온,밀폐 건냉소,유통기한 참조,건조 농축. 밀폐 보관,국물 요리 전반,-,육수 / 국물,✓,✓
363,코코넛밀크,실온/냉장,실온 / 개봉 후 냉장,개봉 전 유통기한 / 개봉 후 냉장 4~6일,통조림. 개봉 후 다른 용기 옮겨 냉장,카레 / 쌀국수 / 디저트,-,카레 / 디저트 / 수프,✓,✓
364,콜라,실온/냉장,실온 건냉소 / 개봉 후 냉장,개봉 전 유통기한 / 개봉 후 1~3일,개봉 후 탄산 빠짐. 뚜껑 잘 닫아 냉장,피자 / 치킨 / 햄버거,라면·치즈·체다치즈·콩,음용 / 고기 연화,✓,✓
365,콩,실온,밀폐 건냉소,밀폐 실온 1~2년,건조 콩. 밀폐 보관. 습기·벌레 주의,다시마 / 미역 / 밥,치즈·콜라,밥 / 조림 / 콩국,✓,✓
366,콩나물,냉장,0~4℃,3~5일,물에 담가 냉장. 매일 물 교체,낙지 / 계란 / 명태 / 돼지고기,-,국 / 무침 / 볶음,✓,✓
367,크래미,냉장/냉동,냉장 0~4℃ / 냉동 -18℃ 이하,냉장 개봉 전 유통기한 참조 / 개봉 후 2~3일 / 냉동 1~2개월,어육가공품. 제품 포장의 유통기한 우선. 냉동 시 식감 변화,오이 / 마요네즈 / 계란,-,샐러드 / 김밥,✓,✓
368,크림치즈,냉장,0~4℃,개봉 전 유통기한 / 개봉 후 1~2주,소프트 치즈. 변질 빠름. 밀봉 필수,베이글 / 연어 / 베리,-,스프레드 / 베이킹,✓,✓
369,키위,실온(숙성) → 냉장,실온 21~23℃ / 냉장 0~4℃,실온 1주(그린) / 3일(골드) / 익은 후 냉장 1~2주,농진청: 눌러서 살짝 들어갈 때 먹기 좋음. 사과와 함께 두면 빨리 익음,요거트 / 과일 샐러드 / 스무디,-,생식 / 스무디,✓,✓
370,타르타르소스,냉장,0~4℃,개봉 후 냉장 1~2개월,마요네즈 베이스. 반드시 냉장,생선가스 / 새우튀김 / 피쉬앤칩스,-,소스 / 딥,✓,✓
371,타임,냉장,0~4℃,1~2주,젖은 키친타월 감싸 냉장,닭고기 / 감자 / 버섯 수프,-,향 내기 / 허브,✓,✓
